UserName	macronutrient	n	mean	sd	sd_base	sd_stacked
VVKAJ101	CARB_kcal_pct	3	54.6847440368037	3.32323437494264	49.9019009974211	53.2251353723637
VVKAJ101	PROT_kcal_pct	3	13.7573941088321	1.67417566979325	36.144506888589	37.8186825583822
VVKAJ101	TFAT_kcal_pct	3	36.144506888589	3.57675694288194	0	3.57675694288194
VVKAJ102	CARB_kcal_pct	3	48.3263039119807	7.18462493471488	54.310523365194	61.4951482999089
VVKAJ102	PROT_kcal_pct	3	11.9368375605362	1.10456434513856	42.3736858046578	43.4782501497964
VVKAJ102	TFAT_kcal_pct	3	42.3736858046578	8.16573716754292	0	8.16573716754292
VVKAJ103	CARB_kcal_pct	3	17.4391736600986	6.86763989237145	83.3753353913614	90.2429752837328
VVKAJ103	PROT_kcal_pct	3	27.8494586197166	5.48054109338242	55.5258767716448	61.0064178650272
VVKAJ103	TFAT_kcal_pct	3	55.5258767716448	10.3876307037401	0	10.3876307037401
VVKAJ104	CARB_kcal_pct	3	41.287401630588	4.1111232070174	55.148891124539	59.2600143315564
VVKAJ104	PROT_kcal_pct	3	15.6476975528849	3.30547095819061	39.5011935716541	42.8066645298447
VVKAJ104	TFAT_kcal_pct	3	39.5011935716541	2.03575134235709	0	2.03575134235709
VVKAJ105	CARB_kcal_pct	3	37.7857215150048	3.42555748435012	61.3193328585381	64.7448903428882
VVKAJ105	PROT_kcal_pct	3	27.2653480139384	5.14756025968149	34.0539848445997	39.2015451042812
VVKAJ105	TFAT_kcal_pct	3	34.0539848445997	5.68744086973594	0	5.68744086973594
VVKAJ106	CARB_kcal_pct	3	55.0860380145369	10.7668176171311	47.7721926710294	58.5390102881605
VVKAJ106	PROT_kcal_pct	3	16.618882928788	5.82273944795359	31.1533097422414	36.976049190195
VVKAJ106	TFAT_kcal_pct	3	31.1533097422414	13.2831603252106	0	13.2831603252106
VVKAJ107	CARB_kcal_pct	3	56.439356466559	8.71324501392924	45.9351312258716	54.6483762398008
VVKAJ107	PROT_kcal_pct	3	11.2527611877019	2.56077894106816	34.6823700381697	37.2431489792379
VVKAJ107	TFAT_kcal_pct	3	34.6823700381697	9.40278775122716	0	9.40278775122716
VVKAJ108	CARB_kcal_pct	3	14.9857330694769	5.81205701282023	85.9939879487622	91.8060449615824
VVKAJ108	PROT_kcal_pct	3	31.5463429134952	0.647864893978116	54.447645035267	55.0955099292451
VVKAJ108	TFAT_kcal_pct	3	54.447645035267	4.95040545646521	0	4.95040545646521
VVKAJ109	CARB_kcal_pct	3	42.6552770405797	1.08093459153672	55.2442210798871	56.3251556714238
VVKAJ109	PROT_kcal_pct	3	12.0936904886979	0.292812379266977	43.1505305911892	43.4433429704562
VVKAJ109	TFAT_kcal_pct	3	43.1505305911892	0.844457355919944	0	0.844457355919944
VVKAJ110	CARB_kcal_pct	3	37.2354934929904	6.60670398937039	63.539417306792	70.1461212961624
VVKAJ110	PROT_kcal_pct	3	28.4892662654811	4.33318623569162	35.0501510413109	39.3833372770025
VVKAJ110	TFAT_kcal_pct	3	35.0501510413109	1.95169776572354	0	1.95169776572354
VVKAJ111	CARB_kcal_pct	3	38.493071430351	4.48766354453643	65.5644687170892	70.0521322616256
VVKAJ111	PROT_kcal_pct	3	16.5159577423326	1.25498616365973	49.0485109747566	50.3034971384163
VVKAJ111	TFAT_kcal_pct	3	49.0485109747566	4.40787557264315	0	4.40787557264315
VVKAJ112	CARB_kcal_pct	3	55.9261486882286	6.6950454080091	47.8600530298354	54.5550984378445
VVKAJ112	PROT_kcal_pct	3	10.4106964282127	1.35354381370626	37.4493566016227	38.802900415329
VVKAJ112	TFAT_kcal_pct	3	37.4493566016227	8.68557188009033	0	8.68557188009033
VVKAJ113	CARB_kcal_pct	3	14.092059470001	1.19468768268537	85.3617345138185	86.5564221965039
VVKAJ113	PROT_kcal_pct	3	35.656667502213	3.14664371198168	49.7050670116055	52.8517107235872
VVKAJ113	TFAT_kcal_pct	3	49.7050670116055	2.41276327541946	0	2.41276327541946
VVKAJ114	CARB_kcal_pct	3	42.7903675000039	9.34524836346227	54.680197714176	64.0254460776383
VVKAJ114	PROT_kcal_pct	3	16.4402013717536	5.01547431817363	38.2399963424224	43.255470660596
VVKAJ114	TFAT_kcal_pct	3	38.2399963424224	1.06884523368754	0	1.06884523368754
VVKAJ115	CARB_kcal_pct	3	37.0357102661779	1.87189769569322	61.3831359495178	63.255033645211
VVKAJ115	PROT_kcal_pct	3	27.5549714732257	4.81831884177737	33.8281644762921	38.6464833180695
VVKAJ115	TFAT_kcal_pct	3	33.8281644762921	6.42384582297992	0	6.42384582297992
