"Sample"	"vvkaj.00037"	"vvkaj.00002"	"vvkaj.00023"	"vvkaj.00029"	"vvkaj.00044"	"vvkaj.00045"	"vvkaj.00022"	"vvkaj.00024"	"vvkaj.00003"	"vvkaj.00016"	"vvkaj.00032"	"vvkaj.00038"	"vvkaj.00039"	"vvkaj.00007"	"vvkaj.00034"	"vvkaj.00004"	"vvkaj.00005"	"vvkaj.00011"	"vvkaj.00030"	"vvkaj.00010"	"vvkaj.00018"	"vvkaj.00033"	"vvkaj.00009"	"vvkaj.00026"	"vvkaj.00008"	"vvkaj.00031"	"vvkaj.00012"	"vvkaj.00027"	"vvkaj.00042"	"vvkaj.00025"	"vvkaj.00041"	"vvkaj.00006"	"vvkaj.00015"	"vvkaj.00013"	"vvkaj.00043"	"vvkaj.00028"	"vvkaj.00040"	"vvkaj.00014"	"vvkaj.00001"	"vvkaj.00021"	"vvkaj.00036"	"vvkaj.00019"	"vvkaj.00020"	"vvkaj.00035"	"vvkaj.00017"
"vvkaj.00037"	0	0.925	0.882352941176471	0.971830985915493	0.898550724637681	0.932432432432432	0.854545454545454	0.803571428571429	0.936507936507937	0.949152542372881	0.919354838709677	0.978260869565217	0.767857142857143	0.859649122807018	1	0.943661971830986	0.925373134328358	0.966666666666667	0.9375	0.892307692307692	0.984615384615385	0.814814814814815	1	0.96969696969697	0.938775510204082	0.905405405405405	0.986301369863014	0.966101694915254	0.951612903225806	1	1	0.887096774193548	0.942028985507246	0.985074626865672	0.972602739726027	0.984126984126984	1	0.954545454545455	1	0.957142857142857	1	0.980769230769231	0.983050847457627	1	0.983050847457627
"vvkaj.00002"	0.925	0	0.936507936507937	0.878378378378378	0.837837837837838	0.844155844155844	0.893939393939394	0.915492957746479	0.945205479452055	0.892307692307692	0.915492957746479	1	0.887323943661972	0.928571428571429	0.969230769230769	0.9375	0.738461538461539	1	0.908045977011494	0.891891891891892	0.958904109589041	0.825396825396825	1	0.973684210526316	0.966666666666667	0.8625	0.923076923076923	0.971014492753623	0.986486486486487	0.955223880597015	0.953846153846154	0.82089552238806	1	1	1	1	0.985915492957746	1	0.933333333333333	0.893333333333333	0.969230769230769	0.983870967741935	0.955223880597015	0.890625	0.955223880597015
"vvkaj.00023"	0.882352941176471	0.936507936507937	0	0.961538461538462	0.924528301886792	0.96551724137931	0.9	0.909090909090909	1	0.951219512195122	0.956521739130435	0.962962962962963	0.936170212765957	0.954545454545455	1	0.901960784313726	0.96078431372549	0.976190476190476	1	1	1	0.953488372093023	1	1	0.862068965517241	0.966666666666667	1	0.95	1	1	1	1	0.961538461538462	1	1	0.953488372093023	0.951219512195122	0.936170212765957	1	1	1	1	1	1	1
"vvkaj.00029"	0.971830985915493	0.878378378378378	0.961538461538462	0	0.672727272727273	0.689655172413793	0.983050847457627	0.984126984126984	0.967741935483871	1	0.915254237288136	0.952380952380952	1	0.966666666666667	1	1	0.970149253731343	1	0.757575757575758	0.921875	1	0.983333333333333	0.936170212765957	1	1	0.96	1	1	1	0.903846153846154	1	0.952380952380952	0.852459016393443	0.859649122807018	0.779661016949153	0.826923076923077	1	0.842105263157895	0.969230769230769	0.985507246376812	1	0.936170212765957	0.944444444444444	0.945454545454545	1
"vvkaj.00044"	0.898550724637681	0.837837837837838	0.924528301886792	0.672727272727273	0	0.704918032786885	0.983870967741935	0.901639344262295	1	0.966666666666667	0.901639344262295	1	0.954545454545455	0.968253968253968	1	0.986486486486487	0.956521739130435	1	0.73134328358209	0.925373134328358	1	0.896551724137931	0.96078431372549	1	0.96	0.961538461538462	0.986301369863014	1	0.951612903225806	0.947368421052632	1	0.970149253731343	0.82258064516129	0.827586206896552	0.863636363636364	0.857142857142857	1	0.868852459016393	1	0.893939393939394	1	0.94	0.947368421052632	0.966101694915254	1
"vvkaj.00045"	0.932432432432432	0.844155844155844	0.96551724137931	0.689655172413793	0.704918032786885	0	0.984615384615385	0.970588235294118	1	0.951612903225806	1	1	0.985915492957746	1	1	0.931506849315068	0.986486486486487	0.968253968253968	0.686567164179104	0.880597014925373	1	0.969230769230769	0.962962962962963	0.985714285714286	1	0.936708860759494	0.959459459459459	0.967741935483871	0.9375	0.95	1	1	0.882352941176471	0.775862068965517	0.852941176470588	0.824561403508772	0.968253968253968	0.875	0.971830985915493	0.986666666666667	1	0.943396226415094	0.95	0.967741935483871	1
"vvkaj.00022"	0.854545454545454	0.893939393939394	0.9	0.983050847457627	0.983870967741935	0.984615384615385	0	0.897959183673469	0.981132075471698	0.911111111111111	0.941176470588235	0.9375	0.782608695652174	0.893617021276596	1	0.949152542372881	0.886792452830189	1	0.941176470588235	0.982758620689655	0.94	0.891304347826087	1	1	0.945945945945946	0.885245901639344	0.966101694915254	0.956521739130435	0.96	1	0.977272727272727	0.943396226415094	1	1	0.931034482758621	1	0.979166666666667	0.923076923076923	0.924528301886792	0.983050847457627	0.926829268292683	0.974358974358974	0.978260869565217	0.933333333333333	0.880952380952381
"vvkaj.00024"	0.803571428571429	0.915492957746479	0.909090909090909	0.984126984126984	0.901639344262295	0.970588235294118	0.897959183673469	0	1	0.94	0.905660377358491	0.972972972972973	0.888888888888889	0.88	1	0.96875	0.913793103448276	1	0.958904109589041	1	1	0.9	0.926829268292683	0.982758620689655	0.868421052631579	0.941176470588235	1	0.980392156862745	0.981818181818182	1	0.979166666666667	0.96551724137931	1	0.927272727272727	1	1	1	0.909090909090909	0.983333333333333	0.933333333333333	1	1	1	1	0.98
"vvkaj.00003"	0.936507936507937	0.945205479452055	1	0.967741935483871	1	1	0.981132075471698	1	0	0.94	0.84	0.944444444444444	0.928571428571429	0.943396226415094	0.956521739130435	0.96875	0.95	0.895833333333333	0.944444444444444	0.983870967741935	0.963636363636364	0.942307692307692	1	1	1	0.971428571428571	0.984375	0.980392156862745	1	1	0.979166666666667	0.888888888888889	1	0.964912280701754	1	1	0.96078431372549	0.96551724137931	0.929824561403509	0.984126984126984	0.978723404255319	0.976744186046512	0.813953488372093	0.893617021276596	0.98
"vvkaj.00016"	0.949152542372881	0.892307692307692	0.951219512195122	1	0.966666666666667	0.951612903225806	0.911111111111111	0.94	0.94	0	0.847826086956522	0.9	0.9	0.959183673469388	0.925	0.910714285714286	0.925925925925926	1	0.985714285714286	0.982456140350877	0.938775510204082	0.936170212765957	1	1	0.972972972972973	0.984848484848485	0.96551724137931	0.931818181818182	0.959183673469388	1	0.952380952380952	0.981481481481482	1	1	1	1	0.978723404255319	1	0.923076923076923	0.946428571428571	0.976190476190476	0.973684210526316	0.904761904761905	0.978260869565217	0.954545454545455
