Variables	Min	FirstQu	Median	Mean	ThirdQu	Max	SD
SEQN	83732	86167.25	88757.5	88712.6604053386	91248.5	93702	2886.17099595604
GRMS	588.915	2260.71375	2957.935	3184.01017918932	3864.155	11901.56	1284.70390744736
KCAL	604	1489.875	1918.75	2009.27249134948	2417.375	5136	721.381430101647
PROT	13.21	56.98625	74.2425	79.2567597627286	96.54	228.85	31.5574836153193
CARB	25.13	172.2275	227.3975	239.918135195255	292.0225	822.645	93.3729525865788
SUGR	2.335	60.96125	90.42	100.81522120613	127.9175	436.12	55.3962728383639
FIBE	1.15	10.9	15.5	17.1041028175976	21.6	89.55	8.83459770792492
TFAT	15.11	53.32625	73.6525	78.6927792881859	98.3175	228.095	34.6013607166215
SFAT	3.487	16.220125	23.1995	25.4479784972813	32.237625	97.467	12.6264890296346
MFAT	3.988	18.377625	25.74775	27.723775210084	34.60825	100.3785	12.9273147520461
PFAT	1.775	11.686375	16.596	18.2876196243203	22.951375	84.773	9.23066740477645
CHOL	0	165.625	259.25	298.6826495304	387	1751	183.69077513774
ATOC	1.01	5.17625	7.3575	8.48580696984676	10.275	97.465	5.37539194627517
ATOA	0	0	0	0.775735294117647	0	58.81	3.02054636702981
RET	0.5	193	317.25	396.443524468611	498	9914	435.109163474826
VARA	7	313.5	491	602.959342560554	742.875	10021.5	530.788843427411
ACAR	0	24	82.5	388.983316856154	421	24302	838.142717774361
BCAR	4.5	453.625	1065.5	2244.86925358379	2618.375	53020	3260.2536583857
CRYP	0	17	45.5	95.5107513593673	103	7314.5	219.643901197101
LYCO	0	803.625	2500	4801.75037073653	6218.875	71914	6562.47278199546
LZ	0.5	472	846.75	1688.48183391003	1596.75	53932	3116.68618178455
VB1	0.2375	1.051125	1.4445	1.54797305981216	1.901	8.2275	0.694518919955674
VB2	0.258	1.329125	1.81175	1.99094995056846	2.41025	11.9605	0.998831451501219
NIAC	3.9355	16.767625	22.6585	24.725093054869	30.209875	126.4905	11.7721980325198
VB6	0.307	1.290125	1.7685	2.00637444389521	2.3885	20.5435	1.22511530394685
FOLA	45	248	343	383.68524468611	472.875	2358.5	199.395616101313
FA	0	76.5	133	168.313148788927	213.5	2134.5	146.332757630069
FF	19.5	136	192	215.154967869501	269	1616	114.312236767094
FDFE	45	309.625	439.25	501.215892239249	619.5	3851.5	289.679509692617
CHL	36.65	220.0125	301.425	327.342301038062	405.8375	1233.65	150.881976999762
VB12	0.025	2.38	3.7075	4.70772491349481	5.73375	105.505	4.86972527945488
B12A	0	0	0	0.944479733069698	1.075	26.995	2.20718873708099
VC	5	31.4125	62.225	79.2753707365299	109.5	395.1	63.1192956755263
VD	0	1.85	3.5	4.62713791398912	5.85	49.8	4.52717274000127
VK	1.9	48.2625	77.05	118.870093919921	130.8875	2378.6	149.007619533207
CALC	94	577.125	815.25	897.637296094909	1116.5	4356.5	447.073635263635
PHOS	196.5	949.5	1246	1317.16423628275	1601.375	4525.5	508.481295589278
MAGN	49	204.5	272.5	290.963297083539	353.875	1480	120.629045836956
IRON	1.35	9.31	12.5225	13.7767128027682	16.9175	77.97	6.6561925390945
ZINC	1.78	7.10625	9.75	10.6730944142363	13.11	105.23	5.3280090265854
COPP	0.2265	0.810125	1.074	1.19844043499753	1.42325	18.9055	0.800586841952051
SODI	418	2403	3186.5	3394.55610479486	4122.375	11191.5	1377.99073875157
