FoodID	taxonomy	Main.food.description
11100000.0	L1_Milk_and_Milk_Products;Milk_NFS	Milk NFS
11111000.0	L1_Milk_and_Milk_Products;Milk_whole	Milk whole
11112110.0	L1_Milk_and_Milk_Products;Milk_reduced_fat_2_	Milk reduced fat 2 
11112210.0	L1_Milk_and_Milk_Products;Milk_low_fat_1_	Milk low fat 1 
11113000.0	L1_Milk_and_Milk_Products;Milk_fat_free_skim_	Milk fat free skim 
11114330.0	L1_Milk_and_Milk_Products;Milk_lactose_free_reduced_fat_2_	Milk lactose free reduced fat 2 
11116000.0	L1_Milk_and_Milk_Products;Goat_s_milk_whole	Goat s milk whole
11220000.0	L1_Milk_and_Milk_Products;Milk_condensed_sweetened	Milk condensed sweetened
11350010.0	L1_Milk_and_Milk_Products;Almond_milk_sweetened_chocolate	Almond milk sweetened chocolate
11350020.0	L1_Milk_and_Milk_Products;Almond_milk_unsweetened	Almond milk unsweetened
11411200.0	L1_Milk_and_Milk_Products;Yogurt_low_fat_milk_plain	Yogurt low fat milk plain
11411300.0	L1_Milk_and_Milk_Products;Yogurt_nonfat_milk_plain	Yogurt nonfat milk plain
11411410.0	L1_Milk_and_Milk_Products;Yogurt_Greek_low_fat_milk_plain	Yogurt Greek low fat milk plain
11430000.0	L1_Milk_and_Milk_Products;Yogurt_NS_as_to_type_of_milk_fruit	Yogurt NS as to type of milk fruit
11431000.0	L1_Milk_and_Milk_Products;Yogurt_whole_milk_fruit	Yogurt whole milk fruit
11432000.0	L1_Milk_and_Milk_Products;Yogurt_low_fat_milk_fruit	Yogurt low fat milk fruit
11433000.0	L1_Milk_and_Milk_Products;Yogurt_nonfat_milk_fruit	Yogurt nonfat milk fruit
11434000.0	L1_Milk_and_Milk_Products;Yogurt_Greek_whole_milk_fruit	Yogurt Greek whole milk fruit
11434020.0	L1_Milk_and_Milk_Products;Yogurt_Greek_nonfat_milk_fruit	Yogurt Greek nonfat milk fruit
11434090.0	L1_Milk_and_Milk_Products;Yogurt_NS_as_to_type_of_milk_flavors_other_than_fruit	Yogurt NS as to type of milk flavors other than fruit
11460000.0	L1_Milk_and_Milk_Products;Yogurt_frozen_flavors_other_than_chocolate_NS_as_to_type_of_milk	Yogurt frozen flavors other than chocolate NS as to type of milk
11511100.0	L1_Milk_and_Milk_Products;Chocolate_milk_ready_to_drink_whole	Chocolate milk ready to drink whole
11511200.0	L1_Milk_and_Milk_Products;Chocolate_milk_ready_to_drink_reduced_fat	Chocolate milk ready to drink reduced fat
11511400.0	L1_Milk_and_Milk_Products;Chocolate_milk_ready_to_drink_low_fat	Chocolate milk ready to drink low fat
11511550.0	L1_Milk_and_Milk_Products;Chocolate_milk_ready_to_drink_reduced_sugar_NS_as_to_milk	Chocolate milk ready to drink reduced sugar NS as to milk
11512010.0	L1_Milk_and_Milk_Products;Hot_chocolate_Cocoa_ready_to_drink	Hot chocolate Cocoa ready to drink
11513382.0	L1_Milk_and_Milk_Products;Chocolate_milk_made_from_dry_mix_with_reduced_fat_milk_Nesquik_	Chocolate milk made from dry mix with reduced fat milk Nesquik 
11514100.0	L1_Milk_and_Milk_Products;Hot_chocolate_Cocoa_made_with_dry_mix_and_water	Hot chocolate Cocoa made with dry mix and water
11514150.0	L1_Milk_and_Milk_Products;Hot_chocolate_Cocoa_made_with_dry_mix_and_non_dairy_milk	Hot chocolate Cocoa made with dry mix and non dairy milk
11526000.0	L1_Milk_and_Milk_Products;Milk_malted	Milk malted
11541120.0	L1_Milk_and_Milk_Products;Milk_shake_home_recipe_flavors_other_than_chocolate	Milk shake home recipe flavors other than chocolate
11542100.0	L1_Milk_and_Milk_Products;Milk_shake_fast_food_chocolate	Milk shake fast food chocolate
